City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Dubna,RU,56.7333,37.1667,44.17,97,100,6.02,light rain
448,Chumikan,RU,54.7183,135.315,21.61,76,14,16.67,few clouds
449,Swan River,CA,52.1058,-101.2676,-0.8,98,78,3.09,broken clouds
450,Virovitica,HR,45.8319,17.3839,44.35,93,62,1.86,broken clouds
451,Summerville,US,33.0185,-80.1757,75.15,94,100,16.11,heavy intensity rain
452,Taoudenni,ML,22.6783,-3.9836,69.49,17,0,9.28,clear sky
453,Doha,QA,25.2867,51.5333,87.78,62,0,8.05,clear sky
454,Derzhavinsk,KZ,51.1,66.3167,32.16,83,94,18.45,overcast clouds
455,Waddan,LY,29.1614,16.139,59.94,63,4,6.13,clear sky
456,Gorontalo,ID,0.5412,123.0595,84.34,77,99,1.63,overcast clouds
457,Mahibadhoo,MV,3.7833,72.9667,81.18,70,97,4.09,overcast clouds
458,Port Augusta,AU,-32.5,137.7667,78.33,40,85,12.5,overcast clouds
459,Rodrigues Alves,BR,-7.738,-72.6509,71.56,99,100,1.12,overcast clouds
460,San Cristobal,VE,7.7669,-72.225,63.82,97,91,2.53,overcast clouds
461,Chama,CH,47.1821,8.4636,47.07,94,75,3.44,broken clouds
462,Tamandare,BR,-8.7597,-35.1047,75.2,89,22,0.63,few clouds
463,Bella Union,UY,-30.2752,-57.6007,70.61,49,97,7.81,overcast clouds
464,Nioro,GM,13.35,-15.75,70.41,79,21,3.8,few clouds
465,Kismayo,SO,-0.3582,42.5454,82.0,70,98,11.83,overcast clouds
466,Shenzhen,CN,22.5455,114.0683,84.85,74,0,3.44,clear sky
467,Xingcheng,CN,40.6167,120.7167,59.86,86,98,13.15,overcast clouds
468,Las Vegas,US,36.175,-115.1372,52.59,30,0,16.11,clear sky
469,Iralaya,HN,15.0,-83.2333,78.33,76,6,6.15,clear sky
470,Lata,PT,40.1629,-8.3327,47.91,86,13,4.52,few clouds
471,North Bend,US,43.4065,-124.2243,40.91,95,0,5.75,clear sky
472,Heihe,CN,50.2441,127.4902,28.98,97,100,5.7,snow
473,Ust-Ilimsk,RU,58.0006,102.6619,27.25,81,99,8.05,overcast clouds
474,Trinidad,BO,-14.8333,-64.9,76.59,76,67,4.38,broken clouds
475,Ilheus,BR,-14.7889,-39.0494,74.44,91,42,2.3,scattered clouds
476,Xining,CN,36.6167,101.7667,34.52,90,100,1.28,light snow
477,Hualmay,PE,-11.0964,-77.6139,63.09,86,22,10.02,few clouds
478,Goroka,PG,-6.0834,145.3873,70.7,78,89,1.59,overcast clouds
479,Phalodi,IN,27.1333,72.3667,82.63,27,0,2.89,clear sky
480,Itaituba,BR,-4.2761,-55.9836,73.2,86,95,2.68,overcast clouds
481,Ayr,GB,55.4627,-4.6339,60.69,82,100,24.16,overcast clouds
482,Kamaishi,JP,39.2667,141.8833,53.56,59,5,4.38,clear sky
483,Golynki,RU,54.8696,31.3861,45.25,96,100,6.51,overcast clouds
484,Meridian,US,43.6121,-116.3915,27.45,89,0,9.22,clear sky
485,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,80,100,5.59,overcast clouds
486,Muli,MV,2.9167,73.5667,80.35,76,71,8.12,broken clouds
487,Alizai,PK,33.5383,70.3462,63.73,46,0,1.54,clear sky
488,Itarema,BR,-2.9248,-39.9167,78.39,77,28,13.2,scattered clouds
489,Tiznit,MA,29.5833,-9.5,59.77,49,0,1.81,clear sky
490,Nhlangano,SZ,-27.1167,31.2,63.37,77,99,3.91,overcast clouds
491,Mananjary,MG,-21.2167,48.3333,80.64,63,40,7.43,scattered clouds
492,Berdigestyakh,RU,62.0989,126.6992,19.45,89,100,8.34,overcast clouds
493,Greenwood,US,34.1668,-82.1165,66.79,58,100,9.22,light rain
494,Lavrentiya,RU,65.5833,-171.0,15.57,89,12,10.09,few clouds
495,Jalu,LY,29.0331,21.5482,59.31,59,0,6.67,clear sky
496,Khandyga,RU,62.6667,135.6,2.25,98,100,2.06,overcast clouds
497,Kaifeng,CN,34.7911,114.3483,71.42,60,74,5.93,broken clouds
498,Luangwa,ZM,-15.6167,30.4167,78.15,71,99,4.94,overcast clouds
499,Ous,RU,60.9058,61.5186,33.22,99,100,7.38,snow
500,Paamiut,GL,61.994,-49.6678,16.54,74,71,5.97,broken clouds
501,San Julian,MX,21.0167,-102.1667,55.27,45,1,4.47,clear sky
502,Krasnyy Chikoy,RU,50.3643,108.7512,26.98,62,93,2.59,overcast clouds
503,Killybegs,IE,54.6333,-8.45,59.52,86,100,30.91,overcast clouds
504,Norman Wells,CA,65.282,-126.8329,12.56,85,99,3.89,overcast clouds
505,Tikrit,IQ,34.6071,43.6782,71.38,36,8,8.48,clear sky
506,Mweka,CD,-4.85,21.5667,69.19,91,100,2.01,overcast clouds
507,Nurota,UZ,40.5614,65.6886,44.65,48,1,5.28,clear sky
508,Adjud,RO,46.1,27.1667,50.68,90,100,10.89,light rain
509,Bucerias,MX,20.75,-105.3333,77.99,80,81,3.49,broken clouds
510,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,65,75,7.0,broken clouds
511,Tierra Blanca,HN,14.5833,-88.5833,63.81,98,37,2.21,scattered clouds
512,Mana,GF,5.6592,-53.7767,76.06,91,69,5.91,broken clouds
513,Merauke,ID,-8.4667,140.3333,86.94,61,59,14.9,broken clouds
514,Chandia,IN,23.65,80.7,80.11,44,6,5.59,clear sky
515,Jieshi,CN,22.8134,115.8257,78.15,74,2,11.54,clear sky
516,Sayat,TM,38.7839,63.8803,49.14,39,3,6.17,clear sky
517,Batman,TR,37.8874,41.1322,48.0,100,100,1.14,fog
518,Mastic Beach,US,40.7668,-72.8521,61.39,93,100,1.01,mist
519,Gwadar,PK,25.1216,62.3254,82.58,54,5,0.87,clear sky
520,Ketchikan,US,55.3422,-131.6461,35.2,98,100,9.13,snow
521,Sao Mateus,BR,-18.7161,-39.8589,72.39,97,56,3.18,broken clouds
522,Hanmer Springs,NZ,-42.5167,172.8167,52.92,84,100,3.18,moderate rain
523,Liverpool,GB,53.4106,-2.9779,60.3,82,100,19.57,overcast clouds
524,Oxford,GB,51.7522,-1.256,59.2,83,75,16.11,broken clouds
525,Okhtyrka,UA,50.3104,34.8988,39.15,86,72,6.64,broken clouds
526,Urucara,BR,-2.5364,-57.76,74.44,75,80,2.91,broken clouds
527,Komsomolskiy,UZ,40.4272,71.7189,45.32,57,97,4.61,overcast clouds
528,Lerwick,GB,60.1545,-1.1494,53.6,91,100,16.78,light rain
529,Buenos Aires,AR,-34.6132,-58.3772,68.95,85,0,9.22,clear sky
530,Nizhniy Kuranakh,RU,58.8353,125.4869,21.36,91,99,9.8,overcast clouds
531,Talas,TR,38.6908,35.5538,32.67,93,75,0.0,mist
532,Pimentel,PE,-6.8367,-79.9342,61.65,90,65,10.16,broken clouds
533,Bedesa,ET,8.9,40.7833,67.89,64,78,5.44,light rain
534,Micco,US,27.8806,-80.5003,75.07,94,1,1.99,clear sky
535,Bowen,AU,-20.0167,148.2333,78.04,62,48,15.05,scattered clouds
536,Ust-Kuyga,RU,70.0167,135.6,-16.08,99,96,6.11,overcast clouds
537,Nandigama,IN,16.7833,80.3,83.17,58,97,6.51,overcast clouds
538,Baykit,RU,61.67,96.37,19.72,92,100,3.65,overcast clouds
539,Gasa,PS,31.5,34.4667,64.89,67,0,8.25,clear sky
540,Moen,NO,69.1304,18.6123,23.72,100,75,0.0,broken clouds
541,Cuamba,MZ,-14.8031,36.5372,75.6,65,83,3.44,broken clouds
542,Pichataro,MX,19.5667,-101.8,50.14,87,2,0.96,clear sky
543,Naron,ES,43.5167,-8.1528,56.05,83,45,6.2,scattered clouds
544,Yenagoa,NG,4.9247,6.2642,74.68,89,100,1.72,overcast clouds
545,Mosquera,CO,4.7059,-74.2302,50.09,100,40,2.3,scattered clouds
546,Rabaul,PG,-4.1967,152.1721,80.67,78,98,5.82,light rain
547,Grants Pass,US,42.439,-123.3284,41.68,93,75,13.8,broken clouds
548,Ondangwa,NA,-17.9167,15.95,72.93,27,63,11.9,broken clouds
549,Saint Anthony,US,45.0205,-93.218,28.0,72,100,16.11,overcast clouds
550,Nantucket,US,41.2835,-70.0995,60.94,93,0,9.22,clear sky
551,Inirida,CO,3.8653,-67.9239,72.39,98,39,1.3,scattered clouds
552,Vila,PT,42.0304,-8.1588,43.68,95,8,4.09,clear sky
553,Aden,YE,12.7794,45.0367,80.44,71,70,19.84,broken clouds
554,Santa Cruz,BO,-17.8,-63.1667,71.06,94,7,8.05,smoke
555,Port Hardy,CA,50.6996,-127.4199,40.41,88,100,21.56,light rain
556,Ciudad Bolivar,VE,8.1222,-63.5497,74.91,90,88,4.54,overcast clouds
557,Landeck,AT,47.1301,10.5636,48.2,58,44,5.73,scattered clouds
558,Williamsburg,US,37.2707,-76.7075,66.83,93,100,7.76,overcast clouds
559,Fuxin,CN,42.0156,121.6589,55.89,88,100,10.89,overcast clouds
560,Usak,TR,38.5,29.4167,39.18,53,0,4.85,clear sky
561,Rorvik,NO,64.8621,11.2373,50.11,81,75,21.85,broken clouds
562,Wagar,SD,16.1525,36.2032,82.87,59,26,9.6,scattered clouds
563,Vardo,NO,70.3705,31.1107,35.58,87,100,20.71,overcast clouds
564,Svetlyy,RU,54.675,20.1347,51.85,87,99,16.51,overcast clouds
565,Obo,CF,5.3998,26.4869,72.64,83,96,0.78,overcast clouds
566,Puerto Leguizamo,CO,-0.1934,-74.7819,70.39,98,98,0.47,overcast clouds
567,Ust-Maya,RU,60.4167,134.5333,11.25,97,100,2.51,overcast clouds
568,Camocim,BR,-2.9022,-40.8411,77.38,81,8,11.79,clear sky
569,Amapa,BR,1.0,-52.0,68.58,95,99,1.86,overcast clouds
570,Aguimes,ES,27.9054,-15.4461,66.83,83,40,6.91,scattered clouds
571,Road Town,VG,18.4167,-64.6167,78.89,76,27,16.44,scattered clouds
572,Codrington,AU,-38.2667,141.9667,59.23,81,100,12.91,overcast clouds
573,Tarsus,TR,36.9188,34.8784,62.47,47,8,4.94,clear sky
574,Mahanoro,MG,-19.9,48.8,80.28,61,31,5.95,scattered clouds
575,Huilong,CN,31.8111,121.655,68.94,78,23,12.37,few clouds
576,Nevers,FR,46.9167,3.3333,41.05,96,57,4.9,broken clouds
577,Mackay,AU,-21.15,149.2,82.69,57,3,12.84,clear sky
578,Kristiinankaupunki,FI,62.2743,21.376,49.59,94,100,22.39,overcast clouds
579,Brandon,US,27.9378,-82.2859,73.31,96,90,11.99,light rain
580,Severnyy,RU,50.677,36.5532,39.24,87,75,6.71,mist
581,Kiunga,PG,-6.1219,141.2906,81.59,93,100,1.19,overcast clouds
582,Arlit,NE,18.7369,7.3853,69.37,25,28,5.88,scattered clouds
583,Bubaque,GW,11.2833,-15.8333,82.09,71,17,10.29,few clouds
584,Lasa,IT,46.6166,10.7002,45.73,53,59,3.29,broken clouds
585,Jelenia Gora,PL,50.8997,15.729,43.63,76,99,5.5,overcast clouds
586,Susuman,RU,62.7833,148.1667,-21.33,99,79,0.43,broken clouds
587,Guymon,US,36.6828,-101.4816,35.6,55,0,12.66,clear sky
588,Pafos,CY,34.7667,32.4167,62.38,63,20,5.75,few clouds
589,Ndioum,SN,16.5129,-14.6471,77.54,15,46,8.5,scattered clouds
590,Vladyslavivka,UA,45.1667,35.3667,48.4,85,8,5.14,clear sky
591,Midland,US,31.9974,-102.0779,61.47,49,0,5.75,clear sky
592,Novyy Svit,UA,47.8059,38.0211,40.93,90,75,4.99,broken clouds
593,Molde,NO,62.7375,7.1591,54.79,76,75,14.97,broken clouds
594,Balasheyka,RU,53.2841,48.0851,38.97,81,80,12.59,broken clouds
595,Porto Nacional,BR,-10.7081,-48.4172,73.49,88,96,1.32,overcast clouds
596,Sarangani,PH,5.4033,125.4636,82.63,70,100,11.88,heavy intensity rain
597,Mariestad,SE,58.7097,13.8237,55.87,93,100,22.62,overcast clouds
598,Tateyama,JP,34.9833,139.8667,69.33,56,18,12.82,few clouds
599,Luderitz,NA,-26.6481,15.1594,60.64,67,0,9.93,clear sky
600,Auki,SB,-8.7676,160.7034,78.39,89,100,6.87,overcast clouds
601,Gunjur,GM,13.2019,-16.7339,78.66,77,29,6.53,scattered clouds
602,Nouadhibou,MR,20.931,-17.0347,69.21,81,88,8.37,overcast clouds
603,Mount Isa,AU,-20.7333,139.5,98.37,25,40,8.05,scattered clouds
604,Liwale,TZ,-9.7667,37.9333,75.83,73,94,5.06,overcast clouds
605,Leh,IN,34.1667,77.5833,26.26,44,13,2.46,few clouds
606,Davila,PH,18.4726,120.5763,84.78,76,5,10.8,clear sky
607,Chekmagush,RU,55.1319,54.6556,37.56,92,100,16.46,light rain
608,Mittersill,AT,47.2667,12.4833,42.67,61,85,5.79,overcast clouds
609,Alta Floresta,BR,-9.8756,-56.0861,70.47,90,62,1.88,broken clouds
610,Oussouye,SN,12.485,-16.5469,74.84,86,25,4.85,scattered clouds
611,Naze,JP,28.3667,129.4833,72.46,79,28,13.49,scattered clouds
612,Haikou,CN,20.0458,110.3417,77.18,79,99,9.75,overcast clouds
613,Quibdo,CO,5.6947,-76.6611,72.01,99,97,2.01,light rain
614,Deyang,CN,31.1302,104.382,64.27,87,96,5.46,overcast clouds
615,Huntsville,US,34.7304,-86.5861,68.83,70,100,5.75,overcast clouds
616,Sheridan,US,44.8333,-106.9173,18.3,79,0,0.0,clear sky
617,Mapimi,MX,25.8167,-103.85,67.26,32,21,4.85,few clouds
618,Coahuayana,MX,18.7333,-103.6833,76.42,89,82,1.1,broken clouds
619,Gweta,BW,-20.1833,25.2333,77.29,55,86,17.05,overcast clouds
620,Pochutla,MX,15.7432,-96.4661,74.82,88,17,3.24,few clouds
621,Kasongo-Lunda,CD,-6.4667,16.8167,69.84,98,100,0.87,light rain
622,Tete,MZ,-16.1564,33.5867,80.69,64,99,6.91,overcast clouds
623,Yuli,NG,9.6989,10.2744,73.13,36,82,3.56,broken clouds
624,Oktyabrskiy,RU,54.4815,53.471,37.71,89,100,12.88,overcast clouds
625,Port Macquarie,AU,-31.4333,152.9167,72.9,69,100,9.89,overcast clouds
626,Filadelfia,US,39.9523,-75.1638,61.36,85,75,3.44,broken clouds
627,Watertown,US,42.3709,-71.1828,58.93,79,0,16.11,clear sky
628,Cockburn Town,TC,21.4612,-71.1419,81.91,79,2,15.97,clear sky
629,Teguise,ES,29.0605,-13.564,62.82,88,0,6.91,clear sky
630,Bonoua,CI,5.2741,-3.595,78.42,87,99,4.74,overcast clouds
631,Kautokeino,NO,69.0125,23.0412,26.73,96,100,14.23,snow
632,Ecoporanga,BR,-18.3733,-40.8306,69.12,98,35,2.62,scattered clouds
633,Drumnadrochit,GB,57.3344,-4.4799,60.58,86,100,16.73,overcast clouds
634,Nortelandia,BR,-14.4547,-56.8028,73.0,83,6,3.09,clear sky
635,Henties Bay,NA,-22.116,14.2845,59.32,86,5,5.86,clear sky
636,Natal,BR,-5.795,-35.2094,74.05,94,40,3.44,scattered clouds
637,Manama,BH,26.2154,50.5832,84.18,74,0,5.75,clear sky
638,Kavaratti,IN,10.5669,72.642,82.54,65,66,8.32,broken clouds
639,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,51,40,17.9,scattered clouds
640,Willowmore,ZA,-33.2926,23.4895,59.43,70,58,3.62,broken clouds
641,Mporokoso,ZM,-9.3727,30.125,67.06,76,99,4.97,overcast clouds
642,Berlevag,NO,70.8578,29.0864,33.8,80,75,12.66,light snow
643,Lamar,US,33.6668,-95.5836,64.38,96,75,0.0,broken clouds
644,Sept-Iles,CA,50.2001,-66.3821,38.05,64,99,5.99,overcast clouds
645,Tomatlan,MX,19.9333,-105.25,68.65,95,9,2.35,clear sky
646,Lazaro Cardenas,MX,17.9583,-102.2,77.58,84,68,2.55,broken clouds
647,Westerland,DE,54.9079,8.3033,57.22,88,100,16.11,overcast clouds
648,Jiuquan,CN,39.7432,98.5174,43.59,36,91,12.66,overcast clouds
649,Fort-Shevchenko,KZ,44.5086,50.263,46.56,59,100,12.21,overcast clouds
650,Bonavista,CA,48.6499,-53.1147,37.58,74,100,11.45,overcast clouds
651,Santa Cecilia,BR,-26.9608,-50.4269,54.37,97,99,3.6,overcast clouds
652,Rincon,US,32.296,-81.2354,71.94,94,40,14.97,scattered clouds
653,Beloha,MG,-25.1667,45.05,86.13,42,3,6.22,clear sky
654,Teahupoo,PF,-17.8333,-149.2667,74.53,86,69,14.38,light rain
655,Massaguet,TD,12.4755,15.4365,76.21,22,31,6.26,scattered clouds
656,Kailua,US,21.4022,-157.7394,77.02,74,4,4.0,clear sky
657,Carbonia,IT,39.1672,8.5222,56.01,90,39,4.94,scattered clouds
658,Karpathos,GR,35.507,27.2132,64.36,68,20,9.22,few clouds
659,Todos Santos,MX,23.45,-110.2167,70.66,82,44,2.51,scattered clouds
660,Saint-Georges,GD,12.0564,-61.7485,78.91,86,100,8.86,overcast clouds
661,Northam,GB,51.0333,-4.2167,57.61,88,100,20.85,overcast clouds
662,Boyolangu,ID,-8.1181,111.8935,83.91,74,80,8.79,light rain
663,Bouake,CI,7.6895,-5.0218,69.55,92,46,3.51,scattered clouds
664,Ust-Tsilma,RU,65.441,52.1498,25.72,96,97,6.06,overcast clouds
665,Katherine,AU,-14.4667,132.2667,97.12,32,53,8.05,broken clouds
666,Maues,BR,-3.3836,-57.7186,73.89,82,50,2.44,scattered clouds
667,Haapiti,PF,-17.5667,-149.8667,79.72,81,65,9.19,light rain
668,Agadir,MA,30.4202,-9.5982,54.05,56,0,3.94,clear sky
669,San Jose,US,37.3394,-121.895,50.86,81,40,3.44,scattered clouds
670,Vuktyl,RU,63.8567,57.3094,24.57,97,73,6.31,broken clouds
671,Tokat,TR,40.4167,36.5833,37.56,77,0,0.51,clear sky
672,Pouebo,NC,-20.4,164.5667,76.28,70,100,4.29,overcast clouds
